,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,0,-5292.798740386963,51.91961145401001,0.0,1.0,63.73913549478776,0.0,False,log
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,1,-5294.54806137085,51.51814413070679,1.7493209838867188,5.551115123125783e-17,63.7244577383887,0.2538902185998467,False,log
