set,metric,inc_recursive_gain,global_recursive_gain,interaction_did,values,warnings
old_contextual_pcalpha,elpd_waic,62.94236951798666,-7.057039487568545,69.99940900555521,"{""glob_rec"": -6207.5656138524355, ""glob_static"": -6200.508574364867, ""inc_rec"": -5274.892875468766, ""inc_static"": -5337.8352449867525}","{""glob_rec"": false, ""glob_static"": false, ""inc_rec"": true, ""inc_static"": true}"
new_principled_regularized,elpd_waic,-1.98315725219436,0.35806502733612433,-2.3412222795304842,"{""glob_rec"": -7744.998260372668, ""glob_static"": -7745.356325400004, ""inc_rec"": -6369.213161484047, ""inc_static"": -6367.230004231853}","{""glob_rec"": true, ""glob_static"": true, ""inc_rec"": true, ""inc_static"": true}"
new_principled_global_fixedeps,elpd_waic,-1.98315725219436,0.3208215015329188,-2.3039787537272787,"{""glob_rec"": -7118.744337471595, ""glob_static"": -7119.065158973128, ""inc_rec"": -6369.213161484047, ""inc_static"": -6367.230004231853}","{""glob_rec"": false, ""glob_static"": false, ""inc_rec"": true, ""inc_static"": true}"
