,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
inc_hier,0,-6941.0506982803345,50.144043922424316,0.0,0.7945997297895487,56.93977401891746,0.0,False,log
incremental,1,-6982.425666809082,3.9800963401794434,41.37496852874756,2.954475145610171e-14,57.67183000355885,8.992213967912804,False,log
global,2,-7583.699164390564,1.5500707626342773,642.6484661102295,1.737835959096128e-14,38.59418682757217,48.61048290520429,False,log
global_hier,3,-7583.835144996643,2.145688533782959,642.7844467163086,0.2054002702104043,38.85424464563639,48.6680282438165,False,log
