variant,alpha,order_bias,usefulness_order_scale,signed_order_scale,planned_mixture_weight,observation_rmse,observation_mae,observation_correlation,observation_r2,condition_rmse,condition_mae,condition_abs_zrdc_residual,condition_abs_erdc_residual,condition_abs_brdc_residual,mechanism_count,free_parameter_count,description,grid_id,elpd_loo,elpd_loo_se,grid_pareto_frontier
planned_usefulness_signed_order,1.0,1.0,,3.0,,0.3672165604305224,0.32047022506642303,0.287448950133715,0.08262689893297498,0.04060482666960594,0.031911621403665595,0.010725163758114501,0.05817973165733609,0.02682996879554619,4,4,planned stop speaker whose usefulness adjustment can reward colour-initial order,326,,,True
planned_usefulness_order,1.5,1.0,3.0,,,0.3672165604305224,0.32047022506642303,0.28744895013371197,0.08262689893297323,0.04060482666960594,0.03191162140366559,0.010725163758114508,0.05817973165733606,0.026829968795546204,4,4,planned stop speaker with order prior moderated by referential usefulness,759,,,True
planned_usefulness_signed_order,1.5,1.0,,3.0,,0.3672165604305224,0.32047022506642303,0.28744895013371197,0.08262689893297323,0.04060482666960594,0.03191162140366559,0.010725163758114508,0.05817973165733606,0.026829968795546204,4,4,planned stop speaker whose usefulness adjustment can reward colour-initial order,788,,,True
planned_usefulness_mixture,1.5,1.0,3.0,,0.25,0.3673180165430536,0.3202857616569754,0.28753806663910864,0.08267813976655648,0.04069543089468437,0.03346973295613794,0.021492413247967204,0.05014012064348125,0.028776664976965377,5,5,convex mixture of greedy local and planned usefulness-order speakers,761,,,True
planned_usefulness_mixture,1.0,1.0,4.0,,0.75,0.367376934522675,0.32034389885253595,0.2878001025025284,0.08282889900046586,0.0414841024983215,0.035131301056955194,0.025475551099965153,0.051685064020227524,0.028233288050672902,5,5,convex mixture of greedy local and planned usefulness-order speakers,307,,,True
greedy_incremental_stop,1.5,1.0,,,,0.36747700542459094,0.3202311194232196,0.2874969700704489,0.08265450779968858,0.0417895353167151,0.035206566499431,0.028733885488658316,0.04746025030552962,0.029425563704105068,2,2,current local first-word choice with continuation/stop competition,726,,,True
planned_usefulness_mixture,1.0,1.0,3.0,,0.75,0.3673371622018792,0.32037048351149056,0.287570637183776,0.08269687137028293,0.04179188509773199,0.03342611884477684,0.01433557034807794,0.05931027482592187,0.026632511360330714,5,5,convex mixture of greedy local and planned usefulness-order speakers,301,,,True
planned_usefulness_mixture,1.5,1.0,2.0,,0.5,0.3673702423768615,0.32032163674764713,0.28759922073320865,0.08271331176634887,0.04195872922883461,0.03423367093066792,0.017537584545445118,0.05806931917435652,0.027094109072202128,5,5,convex mixture of greedy local and planned usefulness-order speakers,756,,,True
planned_usefulness_mixture,1.0,1.0,8.0,,0.25,0.367469241768176,0.31971323082755704,0.28681807244787566,0.08226460668271485,0.042288133191384414,0.03600633994006058,0.029268609827827724,0.04969650945978942,0.02905390053256461,5,5,convex mixture of greedy local and planned usefulness-order speakers,317,,,True
planned_usefulness_mixture,4.0,1.5,3.0,,0.75,0.3675449891481732,0.2983830921188745,0.28650679887758435,0.08208614580308056,0.042773500953128665,0.033070869155877515,0.01128359231915315,0.035836778134604765,0.05209223701387462,5,5,convex mixture of greedy local and planned usefulness-order speakers,2215,,,True
planned_usefulness_mixture,1.5,1.0,6.0,,0.25,0.3676267001426185,0.32005749766778163,0.2876697052097745,0.08275385929547854,0.04279755915549536,0.03674913319850032,0.034766507516161296,0.04276529975332471,0.03271559232601495,5,5,convex mixture of greedy local and planned usefulness-order speakers,773,,,True
planned_usefulness_mixture,1.0,1.0,8.0,,0.75,0.3677822914113302,0.3193618158890133,0.28388657677667684,0.08059158847398003,0.04282722063222794,0.03360702366771504,0.025486712456504364,0.023685719716008656,0.051648638830632115,5,5,convex mixture of greedy local and planned usefulness-order speakers,319,,,True
planned_usefulness_mixture,1.5,1.0,8.0,,0.25,0.3676777607514934,0.3199199004524118,0.287326910529721,0.08255675351455428,0.042883556711735334,0.036787042005499385,0.034766507516161296,0.03826526894017684,0.03732934956016002,5,5,convex mixture of greedy local and planned usefulness-order speakers,779,,,True
