baseline_variant,best_rmse_variant,best_zrdc_variant,baseline_condition_rmse,best_condition_rmse,condition_rmse_gain,baseline_condition_zrdc_abs_residual,best_condition_zrdc_abs_residual,condition_zrdc_abs_residual_gain,rmse_gate,zrdc_gate,run_pilot_inference
greedy_incremental_stop,planned_usefulness_order,planned_usefulness_order,0.17621903698037691,0.0958301972984415,0.08038883968193541,0.2563871437011326,0.05283461000080748,0.2035525337003251,0.01,0.02,True
