best_forward_variant,best_forward_condition_rmse,best_forward_zrdc_abs_residual,best_posterior_second_property_residual_gain,best_heldout_second_property_residual_gain,ppc_second_property_gate,existing_variant_passed_gate,run_more_existing_variant_mcmc,next_action
planned_usefulness_mixture,0.0379811837373432,0.0100984036927783,0.010627269744873,0.010627269744873,0.05,False,False,design constrained_or_prior_pulled_planned_mixture before more GPU MCMC
