best_greedy_variant,best_greedy_grid_id,best_planned_variant,best_planned_grid_id,best_new_rmse_variant,best_new_rmse_grid_id,best_new_zrdc_variant,best_new_zrdc_grid_id,best_new_frontier_variant,best_new_frontier_grid_id,best_greedy_condition_rmse,best_planned_condition_rmse,best_new_condition_rmse,planned_condition_rmse_gain_vs_greedy,new_condition_rmse_gain_vs_planned,best_planned_condition_zrdc_abs_residual,best_new_condition_zrdc_abs_residual,new_condition_zrdc_abs_residual_gain_vs_planned,new_variant_on_grid_frontier,rmse_gate,zrdc_gate,run_new_ablation_pilot
greedy_incremental_stop,726,planned_usefulness_order,1221,planned_usefulness_mixture,312,planned_usefulness_signed_order,1971,planned_usefulness_mixture,312,0.0417895353167151,0.04060482666960592,0.037981183737343265,0.0011847086471091783,0.0026236429322626584,0.010725163758114484,0.009396772898144924,0.0013283908599695596,True,0.01,0.02,True
