pair,candidate,baseline,candidate_total_heldout_elpd,baseline_total_heldout_elpd,delta_heldout_elpd,candidate_mean_fold_elpd,baseline_mean_fold_elpd,candidate_se_fold_elpd,baseline_se_fold_elpd,n_folds
production_anchor_reliabilitybackup_orderplan_logalpha_semantics_incremental,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_static,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_rec,-2846.4451293945312,-2846.492431640625,0.04730224609375,-569.2890258789063,-569.298486328125,11.012258714662787,11.020406305906214,5
production_anchor_reliabilitybackup_orderplan_logalpha_architecture_recursive,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_rec,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_rec,-2846.492431640625,-2943.2521362304688,96.75970458984375,-569.298486328125,-588.6504272460937,11.020406305906214,9.164774053653451,5
production_anchor_reliabilitybackup_orderplan_logalpha_architecture_static,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_static,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_static,-2846.4451293945312,-2943.25732421875,96.81219482421875,-569.2890258789063,-588.65146484375,11.012258714662787,9.16345464938901,5
production_anchor_reliabilitybackup_orderplan_logalpha_semantics_global,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_static,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_rec,-2943.25732421875,-2943.2521362304688,-0.00518798828125,-588.65146484375,-588.6504272460937,9.16345464938901,9.164774053653451,5
