pair,candidate,baseline,candidate_diagnostics_ok,baseline_diagnostics_ok,delta_heldout_elpd_candidate_minus_baseline,heldout_elpd_success,baseline_ppc_rmse,candidate_ppc_rmse,ppc_rmse_gain,baseline_ppc_r,candidate_ppc_r,ppc_r_gain,second_property_abs_residual_reduction,worst_first_or_both_abs_residual_harm,ppc_success,candidate_on_heldout_frontier,recommended_for_full_run,decision_basis
production_anchor_reliabilitybackup_orderplan_logalpha_semantics_incremental,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_static,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_rec,True,True,0.04730224609375,True,0.0760454972277273,0.0759642113051878,8.128592253950351e-05,0.9535733845074011,0.9537362342390516,0.0001628497316504829,0.00023448467254634509,0.00011682510375979338,False,True,False,heldout_elpd_and_ppc
production_anchor_reliabilitybackup_orderplan_logalpha_architecture_recursive,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_rec,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_rec,True,True,96.75970458984375,True,0.0769582212597841,0.0760454972277273,0.0009127240320568053,0.9872557595102728,0.9535733845074011,-0.033682375002871634,-0.01159140467643735,0.0101330876350402,False,False,False,heldout_elpd_and_ppc
production_anchor_reliabilitybackup_orderplan_logalpha_architecture_static,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_static,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_static,True,True,96.81219482421875,True,0.0769812651306565,0.0759642113051878,0.0010170538254687111,0.9872289001583489,0.9537362342390516,-0.033492665919297226,-0.011261761188507101,0.010311245918273898,False,True,False,heldout_elpd_and_ppc
production_anchor_reliabilitybackup_orderplan_logalpha_semantics_global,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_static,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_rec,True,True,-0.00518798828125,False,0.0769582212597841,0.0769812651306565,-2.304387087240234e-05,0.9872557595102728,0.9872289001583489,-2.6859351923924635e-05,-9.51588153839042e-05,8.344650268596321e-06,False,False,False,heldout_elpd_and_ppc
